Expr Log Ratio,Expr False Discovery Rate (q-value),ID,Flags,Symbol,Entrez Gene Name,Location,Type(s),Drug(s)
 , ,4930519F16Rik, ,4930519F16Rik,RIKEN cDNA 4930519F16 gene,Other,other, 
2.038, ,4930519G04Rik, ,4930519G04Rik,RIKEN cDNA 4930519G04 gene,Other,other, 
-0.187,0.799,4930522L14Rik, ,4930522L14Rik,RIKEN cDNA 4930522L14 gene,Other,other, 
-0.15,0.964,4930524J08Rik, ,4930524J08Rik,RIKEN cDNA 4930524J08 gene,Other,other, 
 , ,4930533K18Rik, ,4930533K18Rik,RIKEN cDNA 4930533K18 gene,Other,other, 
-0.263, ,4930533L02Rik, ,4930533L02Rik,RIKEN cDNA 4930533L02 gene,Other,other, 
 , ,4930544G11Rik, ,4930544G11Rik,RIKEN cDNA 4930544G11 gene,Cytoplasm,enzyme, 
 , ,4930544M13Rik, ,4930544M13Rik,RIKEN cDNA 4930544M13 gene,Other,other, 
 , ,4930546C10Rik, ,4930546C10Rik,RIKEN cDNA 4930546C10 gene,Other,other, 
 , ,4930548G14Rik, ,4930548G14Rik,RIKEN cDNA 4930548G14 gene,Other,other, 
1.355, ,4930548H24Rik, ,4930548H24Rik,RIKEN cDNA 4930548H24 gene,Other,other, 
 , ,4930550L24Rik, ,4930550L24Rik,RIKEN cDNA 4930550L24 gene,Other,other, 
 , ,4930553J12Rik, ,4930553J12Rik,RIKEN cDNA 4930553J12 gene,Other,other, 
 , ,4930553M12Rik, ,4930553M12Rik,RIKEN cDNA 4930553M12 gene,Other,other, 
-0.984, ,4930555F03Rik, ,4930555F03Rik,RIKEN cDNA 4930555F03 gene,Other,other, 
-0.073,0.972,4930556J24Rik, ,4930556J24Rik,RIKEN cDNA 4930556J24 gene,Other,other, 
-0.19,0.975,4930562F07Rik, ,4930562F07Rik,RIKEN cDNA 4930562F07 gene,Other,other, 
-0.732,0.751,4930563I02Rik, ,4930563I02Rik,RIKEN cDNA 4930563I02 gene,Other,other, 
 , ,4930564D02Rik, ,4930564D02Rik,RIKEN cDNA 4930564D02 gene,Other,other, 
 , ,4930567H17Rik, ,4930567H17Rik/Gm14725,RIKEN cDNA 4930567H17 gene,Other,other, 
0.459, ,4930568D16Rik, ,4930568D16Rik,RIKEN cDNA 4930568D16 gene,Other,other, 
0.459, ,4930569F06Rik, ,4930569F06Rik,RIKEN cDNA 4930569F06 gene,Other,other, 
0.623, ,4930571K23Rik, ,4930571K23Rik,RIKEN cDNA 4930571K23 gene,Other,other, 
-0.984, ,4930572O03Rik, ,4930572O03Rik (includes others),spermatogenesis associated glutamate (E)-rich protein pseudogene,Other,other, 
 , ,4930578G10Rik, ,4930578G10Rik,RIKEN cDNA 4930578G10 gene,Other,other, 
0.551,0.851,4930578I07Rik, ,4930578I07Rik,RIKEN cDNA 4930578I07 gene,Other,other, 
 , ,4930579C12Rik, ,4930579C12Rik,RIKEN cDNA 4930579C12 gene,Other,other, 
-0.115,0.97,4930579K19Rik, ,4930579K19Rik,RIKEN cDNA 4930579K19 gene,Other,other, 
 , ,4930583I09Rik, ,4930583I09Rik,RIKEN cDNA 4930583I09 gene,Other,other, 
 , ,4930584F24Rik, ,4930584F24Rik,RIKEN cDNA 4930584F24 gene,Other,other, 
-0.441, ,4930589L23Rik, ,4930589L23Rik,RIKEN cDNA 4930589L23 gene,Other,other, 
 , ,4930591A17Rik, ,4930591A17Rik,RIKEN cDNA 4930591A17 gene,Other,other, 
0.065,0.983,4930595D18Rik, ,4930595D18Rik,RIKEN cDNA 4930595D18 gene,Other,other, 
 , ,4930595M18Rik, ,4930595M18Rik,RIKEN cDNA 4930595M18 gene,Nucleus,other, 
 , ,4930596D02Rik, ,4930596D02Rik,RIKEN cDNA 4930596D02 gene,Other,other, 
-0.936,0.889,4930597O21Rik, ,4930597O21Rik,RIKEN cDNA 4930597O21 gene,Other,other, 
 , ,4931400O07Rik, ,4931400O07Rik,RIKEN cDNA 4931400O07 gene,Other,other, 
0.459, ,4931406B18Rik, ,4931406B18Rik,RIKEN cDNA 4931406B18 gene,Other,other, 
-1.758, ,4931408C20Rik, ,4931408C20Rik,RIKEN cDNA 4931408C20 gene,Other,other, 
 , ,4931409K22Rik, ,4931409K22Rik,RIKEN cDNA 4931409K22 gene,Other,other, 
 , ,4931417E11Rik, ,4931417E11Rik,RIKEN cDNA 4931417E11 gene,Other,other, 
-0.301,0.82,4931422A03Rik, ,4931422A03Rik,RIKEN cDNA 4931422A03 gene,Other,other, 
-1.045,0.857,4931423N10Rik, ,4931423N10Rik,RIKEN cDNA 4931423N10 gene,Nucleus,transcription regulator, 
1.816, ,4931428L18Rik, ,4931428L18Rik,RIKEN cDNA 4931428L18 gene,Other,other, 
0.077, ,4931429L15Rik, ,4931429L15Rik,RIKEN cDNA 4931429L15 gene,Other,other, 
 , ,4931429P17Rik, ,4931429P17Rik,RIKEN cDNA 4931429P17 gene,Other,other, 
-0.46,0.932,4931440F15Rik, ,4931440F15Rik,RIKEN cDNA 4931440F15 gene,Other,other, 
0.245,0.9,4931440P22Rik, ,4931440P22Rik,RIKEN cDNA 4931440P22 gene,Other,other, 
-0.984, ,4932411N23Rik, ,4932411N23Rik,RIKEN cDNA 4932411N23 gene,Other,other, 
0.296, ,4932414N04Rik, ,4932414N04Rik,RIKEN cDNA 4932414N04 gene,Other,other, 
 , ,4932429P05Rik, ,4932429P05Rik,RIKEN cDNA 4932429P05 gene,Other,other, 
 , ,AC188954.1, ,4932431L22Rik,RIKEN cDNA 4932431L22 gene,Other,other, 
 , ,AC188954.2, ,4932431L22Rik,RIKEN cDNA 4932431L22 gene,Other,other, 
-0.205,0.719,4932442E05Rik, ,4932442E05Rik,RIKEN cDNA 4932442E05 gene,Other,other, 
-0.91, ,4932443I19Rik, ,4932443I19Rik,RIKEN cDNA 4932443I19 gene,Other,other, 
0.188, ,4932443L11Rik, ,4932443L11Rik,RIKEN cDNA 4932443L11 gene,Other,other, 
-0.744,0.356,4933400A11Rik, ,4933400A11Rik,"capping protein (actin filament) muscle Z-line, alpha 1 pseudogene",Other,other, 
-0.118,0.966,4933402D24Rik, ,4933402D24Rik,RIKEN cDNA 4933402D24 gene,Other,other, 
-0.984, ,4933402E13Rik, ,4933402E13Rik,RIKEN cDNA 4933402E13 gene,Other,other, 
 , ,4933403O08Rik, ,4933403O08Rik,RIKEN cDNA 4933403O08 gene,Other,other, 
-2.026, ,4933406M09Rik, ,4933406M09Rik,RIKEN cDNA 4933406M09 gene,Other,other, 
0.116,0.975,4933407L21Rik, ,4933407L21Rik,RIKEN cDNA 4933407L21 gene,Other,other, 
-0.596,0.347,4933408B17Rik, ,4933408B17Rik,RIKEN cDNA 4933408B17 gene,Other,other, 
 , ,4933409G03Rik, ,4933409G03Rik,RIKEN cDNA 4933409G03 gene,Other,other, 
 , ,4933409K07Rik, ,4933409K07Rik,RIKEN cDNA 4933409K07 gene,Other,other, 
-0.984, ,4933411G06Rik, ,4933411G06Rik,Sumo1 pseudogene,Other,other, 
-0.984, ,4933412E24Rik, ,4933412E24Rik,RIKEN cDNA 4933412E24 gene,Other,other, 
 , ,4933414I15Rik, ,4933414I15Rik,RIKEN cDNA 4933414I15 gene,Other,other, 
0.159,0.937,4933415A04Rik, ,4933415A04Rik,RIKEN cDNA 4933415A04 gene,Other,other, 
0.459, ,4933415F23Rik, ,4933415F23Rik,RIKEN cDNA 4933415F23 gene,Other,other, 
 , ,4933416C03Rik, ,4933416C03Rik,RIKEN cDNA 4933416C03 gene,Other,other, 
-3.063, ,4933425L06Rik, ,4933425L06Rik,RIKEN cDNA 4933425L06 gene,Other,enzyme, 
-0.263, ,4933427D06Rik, ,4933427D06Rik,RIKEN cDNA 4933427D06 gene,Other,other, 
-0.606,0.931,4933427E11Rik, ,4933427E11Rik,RIKEN cDNA 4933427E11 gene,Other,other, 
-2.114, ,4933428G20Rik, ,4933428G20Rik,RIKEN cDNA 4933428G20 gene,Other,other, 
0.459, ,4933428M09Rik, ,4933428M09Rik,RIKEN cDNA 4933428M09 gene,Other,other, 
 , ,4933436I01Rik, ,4933436I01Rik,RIKEN cDNA 4933436I01 gene,Other,other, 
-2.307, ,4933440M02Rik, ,4933440M02Rik,RIKEN cDNA 4933440M02 gene,Other,other, 
0.057,0.98,4933440N22Rik, ,4933440N22Rik,RIKEN cDNA 4933440N22 gene,Other,other, 
-0.217,0.171,5031425E22Rik, ,5031425E22Rik,RIKEN cDNA 5031425E22 gene,Other,other, 
0.014,0.996,5031434C07Rik, ,5031434C07Rik,RIKEN cDNA 5031434C07 gene,Other,other, 
0.333,0.908,5033430I15Rik, ,5033430I15Rik,RIKEN cDNA 5033430I15 gene,Other,other, 
 , ,5330438I03Rik, ,5330438I03Rik,RIKEN cDNA 5330438I03 gene,Other,other, 
 , ,5330439B14Rik, ,5330439B14Rik,RIKEN cDNA 5330439B14 gene,Other,other, 
 , ,5430401F13Rik, ,5430401F13Rik/LOC102638913,RIKEN cDNA 5430401F13 gene,Other,other, 
 , ,5430402E10Rik, ,5430402E10Rik/Gm14744,predicted gene 14744,Extracellular Space,other, 
 , ,Gm14744, ,5430402E10Rik/Gm14744,predicted gene 14744,Extracellular Space,other, 
0.553, ,5430419D17Rik, ,5430419D17Rik,RIKEN cDNA 5430419D17 gene,Plasma Membrane,transmembrane receptor, 
-0.984, ,5530400C23Rik, ,5530400C23Rik/Gm5885,predicted gene 5885,Other,other, 
-1.555,0.68,5530401A14Rik, ,5530401A14Rik,RIKEN cDNA 5530401A14 gene,Other,other, 
-1.013, ,5730460C07Rik, ,5730460C07Rik,RIKEN cDNA 5730460C07 gene,Other,other, 
-4.398,0.0265,5730507C01Rik, ,5730507C01Rik,RIKEN cDNA 5730507C01 gene,Other,other, 
-0.225,0.949,5730522E02Rik, ,5730522E02Rik,RIKEN cDNA 5730522E02 gene,Other,other, 
0.943,0.475,5730596B20Rik, ,5730596B20Rik,RIKEN cDNA 5730596B20 gene,Other,other, 
2.856, ,5830411N06Rik, ,5830411N06Rik,RIKEN cDNA 5830411N06 gene,Plasma Membrane,other, 
-0.085,0.974,5830454E08Rik, ,5830454E08Rik,RIKEN cDNA 5830454E08 gene,Other,other, 
-0.189,0.966,5830472F04Rik, ,5830472F04Rik,RIKEN cDNA 5830472F04 gene,Other,other, 
 , ,5830473C10Rik, ,5830473C10Rik,RIKEN cDNA 5830473C10 gene,Other,other, 
0.292,0.893,5930403N24Rik, ,5930403N24Rik,RIKEN cDNA 5930403N24 gene,Other,other, 
-0.931, ,6030408B16Rik, ,6030408B16Rik,RIKEN cDNA 6030408B16 gene,Other,other, 
 , ,6030469F06Rik, ,6030469F06Rik,RIKEN cDNA 6030469F06 gene,Other,other, 
-0.984, ,6030498E09Rik, ,6030498E09Rik,RIKEN cDNA 6030498E09 gene,Other,other, 
-0.265,0.755,6330403L08Rik, ,6330403L08Rik,RIKEN cDNA 6330403L08 gene,Other,other, 
1.841, ,6330409D20Rik, ,6330409D20Rik,RIKEN cDNA 6330409D20 gene,Other,other, 
-0.263, ,6430531B16Rik, ,6430531B16Rik,RIKEN cDNA 6430531B16 gene,Other,other, 
-0.259,0.633,6530409C15Rik, ,6530409C15Rik,RIKEN cDNA 6530409C15 gene,Other,other, 
0.337,0.93,6720489N17Rik, ,6720489N17Rik,RIKEN cDNA 6720489N17 gene,Other,other, 
-0.984, ,7420426K07Rik, ,7420426K07Rik (includes others),RIKEN cDNA 7420426K07 gene,Other,other, 
 , ,7420461P10Rik, ,7420461P10Rik,RIKEN cDNA 7420461P10 gene,Other,other, 
 , ,8030411F24Rik, ,8030411F24Rik,RIKEN cDNA 8030411F24 gene,Other,other, 
 , ,8030423F21Rik, ,8030423F21Rik,RIKEN cDNA 8030423F21 gene,Other,other, 
 , ,8030423J24Rik, ,8030423J24Rik,RIKEN cDNA 8030423J24 gene,Other,other, 
 , ,8030474K03Rik, ,8030474K03Rik,RIKEN cDNA 8030474K03 gene,Other,other, 
 , ,8430423G03Rik, ,8430423G03Rik,RIKEN cDNA 8430423G03 gene,Other,other, 
-0.564,0.633,8430432A02Rik, ,8430432A02Rik,RIKEN cDNA 8430432A02 gene,Other,other, 
0.293,0.922,9030025P20Rik,D,9030025P20Rik/Gm3435,RIKEN cDNA 9030025P20 gene,Other,other, 
-0.181,0.969,Gm3435,D,9030025P20Rik/Gm3435,RIKEN cDNA 9030025P20 gene,Other,other, 
-1.578, ,9030612E09Rik, ,9030612E09Rik,RIKEN cDNA 9030612E09 gene,Other,other, 
-0.107,0.989,9030619P08Rik, ,9030619P08Rik,lymphocyte antigen 6 complex pseudogene,Other,other, 
-1.663, ,9030624G23Rik, ,9030624G23Rik (includes others),predicted gene 9257,Cytoplasm,other, 
 , ,Gm9257, ,9030624G23Rik (includes others),predicted gene 9257,Cytoplasm,other, 
0.097,0.906,Zfp747,D,9130019O22Rik/Zfp747,RIKEN cDNA 9130019O22 gene,Other,other, 
-0.079,0.927,9130019O22Rik,D,9130019O22Rik/Zfp747,RIKEN cDNA 9130019O22 gene,Other,other, 
-0.014,0.987,9130023H24Rik, ,9130023H24Rik,RIKEN cDNA 9130023H24 gene,Other,other, 
 , ,9130204L05Rik, ,9130204L05Rik (includes others),RIKEN cDNA 9130204L05 gene,Other,other, 
0.006,0.996,9130221H12Rik, ,9130221H12Rik,RIKEN cDNA 9130221H12 gene,Other,other, 
-0.063,0.95,9130230L23Rik, ,9130230L23Rik,RIKEN cDNA 9130230L23 gene,Other,other, 
0.918, ,9130409I23Rik, ,9130409I23Rik,RIKEN cDNA 9130409I23 gene,Other,other, 
-0.984, ,9230009I02Rik, ,9230009I02Rik,RIKEN cDNA 9230009I02 gene,Other,other, 
1.816, ,9230019H11Rik, ,9230019H11Rik,RIKEN cDNA 9230019H11 gene,Other,other, 
 , ,9230102O04Rik, ,9230102O04Rik,RIKEN cDNA 9230102O04 gene,Other,other, 
 , ,9230104L09Rik, ,9230104L09Rik,RIKEN cDNA 9230104L09 gene,Other,other, 
 , ,9230110F15Rik, ,9230110F15Rik,RIKEN cDNA 9230110F15 gene,Other,other, 
-0.324,0.966,9230112D13Rik, ,9230112D13Rik,RIKEN cDNA 9230112D13 gene,Other,other, 
 , ,9230113P08Rik, ,9230113P08Rik/Gm3867,predicted gene 3867,Other,other, 
 , ,Gm3867, ,9230113P08Rik/Gm3867,predicted gene 3867,Other,other, 
0.185,0.966,9330154J02Rik, ,9330154J02Rik,RIKEN cDNA 9330154J02 gene,Other,other, 
-0.304,0.83,9330161L09Rik, ,9330161L09Rik,RIKEN cDNA 9330161L09 gene,Other,other, 
 , ,9330188P03Rik, ,9330188P03Rik,RIKEN cDNA 9330188P03 gene,Other,other, 
 , ,9430007A20Rik, ,9430007A20Rik,RIKEN cDNA 9430007A20 gene,Other,other, 
0.031,0.978,9430038I01Rik, ,9430038I01Rik,RIKEN cDNA 9430038I01 gene,Other,other, 
-0.674,0.715,9430097D07Rik, ,9430097D07Rik,RIKEN cDNA 9430097D07 gene,Other,other, 
 , ,9530002B09Rik, ,9530002B09Rik,RIKEN cDNA 9530002B09 gene,Other,other, 
-0.263, ,9530003J23Rik, ,9530003J23Rik,RIKEN cDNA 9530003J23 gene,Extracellular Space,other, 
-0.055,0.979,9530053A07Rik, ,9530053A07Rik,RIKEN cDNA 9530053A07 gene,Other,other, 
0.551, ,9830107B12Rik, ,9830107B12Rik/A530064D06Rik,RIKEN cDNA A530064D06 gene,Other,other, 
-1.029, ,A530064D06Rik, ,9830107B12Rik/A530064D06Rik,RIKEN cDNA A530064D06 gene,Other,other, 
1.709,0.000467,Gm12185,D,9930111J21Rik1/Gm12185,predicted gene 12185,Other,other, 
0.746,0.86,9930111J21Rik1,D,9930111J21Rik1/Gm12185,predicted gene 12185,Other,other, 
1.68,0.288,9930111J21Rik2, ,9930111J21Rik2,RIKEN cDNA 9930111J21 gene 2,Other,other, 
 , ,A1bg, ,A1BG,alpha-1-B glycoprotein,Extracellular Space,other, 
-0.007,0.996,A1cf, ,A1CF,APOBEC1 complementation factor,Nucleus,other, 
-1.741, ,A230006K03Rik, ,A230006K03Rik,RIKEN cDNA A230006K03 gene,Other,other, 
-0.152, ,A230052G05Rik, ,A230052G05Rik,RIKEN cDNA A230052G05 gene,Other,other, 
-3.024, ,A230072I06Rik, ,A230072I06Rik,RIKEN cDNA A230072I06 gene,Other,other, 
0.065,0.975,A230083G16Rik, ,A230083G16Rik,RIKEN cDNA A230083G16 gene,Other,other, 
-0.984, ,A2m, ,A2M,alpha-2-macroglobulin,Extracellular Space,transporter, 
0.125,0.984,A330008L17Rik, ,A330008L17Rik,RIKEN cDNA A330008L17 gene,Other,other, 
2.099, ,A330041J22Rik, ,A330041J22Rik,RIKEN cDNA A330041J22 gene,Other,other, 
 , ,A330070K13Rik, ,A330070K13Rik,RIKEN cDNA A330070K13 gene,Other,other, 
-0.661,0.816,A3galt2, ,A3GALT2,"alpha 1,3-galactosyltransferase 2",Cytoplasm,enzyme, 
0.005,0.996,A430033K04Rik, ,A430033K04Rik,RIKEN cDNA A430033K04 gene,Nucleus,other, 
0.641,0.815,A430078G23Rik, ,A430078G23Rik,RIKEN cDNA A430078G23 gene,Other,other, 
 , ,BC061212, ,A430089I19Rik (includes others),uncharacterized LOC545763,Other,other, 
 , ,Gm10424, ,A430089I19Rik (includes others),uncharacterized LOC545763,Other,other, 
 , ,Gm16429, ,A430089I19Rik (includes others),uncharacterized LOC545763,Other,other, 
 , ,Gm3147, ,A430089I19Rik (includes others),uncharacterized LOC545763,Other,other, 
 , ,Gm7971, ,A430089I19Rik (includes others),uncharacterized LOC545763,Other,other, 
 , ,Gm7978, ,A430089I19Rik (includes others),uncharacterized LOC545763,Other,other, 
3.049,0.376,A430093F15Rik, ,A430093F15Rik,RIKEN cDNA A430093F15 gene,Other,other, 
-0.207,0.922,A430110L20Rik, ,A430110L20Rik,RIKEN cDNA A430110L20 gene,Other,other, 
-0.364,0.783,A4galt, ,A4GALT,"alpha 1,4-galactosyltransferase (P blood group)",Cytoplasm,enzyme, 
0.442,0.54,A4gnt, ,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase",Cytoplasm,enzyme, 
 , ,A530021J07Rik, ,A530021J07Rik,Riken cDNA A530021J07 gene,Other,other, 
 , ,A530053G22Rik, ,A530053G22Rik,RIKEN cDNA A530053G22 gene,Other,other, 
-1.025, ,A530088E08Rik, ,A530088E08Rik,RIKEN cDNA A530088E08 gene,Other,other, 
-0.742,0.879,A530095I07Rik, ,A530095I07Rik,RIKEN cDNA A530095I07 gene,Other,other, 
-0.263, ,A530099J19Rik, ,A530099J19Rik,RIKEN cDNA A530099J19 gene,Plasma Membrane,G-protein coupled receptor, 
0.995,0.613,A630001G21Rik, ,A630001G21Rik,RIKEN cDNA A630001G21 gene,Other,other, 
 , ,A630010A05Rik, ,A630010A05Rik,RIKEN cDNA A630010A05 gene,Other,other, 
 , ,A630073D07Rik, ,A630073D07Rik,RIKEN cDNA A630073D07 gene,Other,other, 
 , ,A630095E13Rik, ,A630095E13Rik,RIKEN cDNA A630095E13 gene,Extracellular Space,other, 
-1.741, ,A730013G03Rik, ,A730013G03Rik,RIKEN cDNA A730013G03 gene,Other,other, 
-0.984, ,A730018C14Rik, ,A730018C14Rik,RIKEN cDNA A730018C14 gene,Other,other, 
0.459, ,A730020M07Rik, ,A730020M07Rik,RIKEN cDNA A730020M07 gene,Other,other, 
1.288, ,A730049H05Rik, ,A730049H05Rik,RIKEN cDNA A730049H05 gene,Other,other, 
-0.299, ,A730061H03Rik, ,A730061H03Rik,RIKEN cDNA A730061H03 gene,Other,other, 
-0.305, ,A830005F24Rik, ,A830005F24Rik,RIKEN cDNA A830005F24 gene,Other,other, 
 , ,A830092H15Rik, ,A830092H15Rik,RIKEN cDNA A830092H15 gene,Other,other, 
2.328, ,A930003A15Rik, ,A930003A15Rik,RIKEN cDNA A930003A15 gene,Other,other, 
-4.162,0.0179,A930004D18Rik, ,A930004D18Rik,RIKEN cDNA A930004D18 gene,Other,other, 
0.074,0.977,A930005H10Rik, ,A930005H10Rik,RIKEN cDNA A930005H10 gene,Other,other, 
-2.246, ,A930011G23Rik, ,A930011G23Rik,RIKEN cDNA A930011G23 gene,Other,other, 
-0.248, ,A930016O22Rik, ,A930016O22Rik,RIKEN cDNA A930016O22 gene,Other,other, 
-1.017, ,A930017K11Rik, ,A930017K11Rik,RIKEN cDNA A930017K11 gene,Other,other, 
-3.074, ,A930017M01Rik, ,A930017M01Rik,"Smg-5 homolog, nonsense mediated mRNA decay factor pseudogene",Other,other, 
-0.033,0.994,A930018M24Rik, ,A930018M24Rik,RIKEN cDNA A930018M24 gene,Other,other, 
-0.148,0.967,A930033H14Rik, ,A930033H14Rik,RIKEN cDNA A930033H14 gene,Other,other, 
-0.096,0.955,AA386476, ,AA386476,expressed sequence AA386476,Other,other, 
-0.984, ,AA792892, ,AA792892,expressed sequence AA792892,Other,other, 
0.139,0.805,Aaas, ,AAAS,aladin WD repeat nucleoporin,Nucleus,other, 
-0.016,0.986,Aacs, ,AACS,acetoacetyl-CoA synthetase,Cytoplasm,enzyme, 
-0.207,0.816,Aadac, ,AADAC,arylacetamide deacetylase,Cytoplasm,enzyme, 
 , ,Aadacl2, ,AADACL2,arylacetamide deacetylase like 2,Other,other, 
-2.747, ,Aadacl3, ,AADACL3,arylacetamide deacetylase like 3,Other,other, 
 , ,Aadat, ,AADAT,aminoadipate aminotransferase,Cytoplasm,enzyme, 
-0.004,0.996,Aagab, ,AAGAB,alpha and gamma adaptin binding protein,Cytoplasm,other, 
0.027,0.977,Aak1, ,AAK1,AP2 associated kinase 1,Cytoplasm,kinase, 
0.079,0.842,Aamp, ,AAMP,angio associated migratory cell protein,Plasma Membrane,other, 
0.067,0.985,Aanat, ,AANAT,aralkylamine N-acetyltransferase,Cytoplasm,enzyme, 
-0.685, ,Aard, ,AARD,alanine and arginine rich domain containing protein,Other,other, 
0.208,0.57,Aars, ,AARS,alanyl-tRNA synthetase,Cytoplasm,enzyme, 
0.068,0.93,Aars2, ,AARS2,"alanyl-tRNA synthetase 2, mitochondrial",Cytoplasm,enzyme, 
0.039,0.961,Aarsd1, ,AARSD1,alanyl-tRNA synthetase domain containing 1,Nucleus,enzyme, 
-0.244,0.362,Aasdh, ,AASDH,aminoadipate-semialdehyde dehydrogenase,Other,enzyme, 
-0.108,0.879,Aasdhppt, ,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Cytoplasm,enzyme, 
-3.683, ,Aass, ,AASS,aminoadipate-semialdehyde synthase,Cytoplasm,enzyme, 
0.021,0.976,Aatf, ,AATF,apoptosis antagonizing transcription factor,Nucleus,transcription regulator, 
-0.694, ,Aatk, ,AATK,apoptosis associated tyrosine kinase,Cytoplasm,kinase, 
-0.138,0.766,Abat, ,ABAT,4-aminobutyrate aminotransferase,Cytoplasm,enzyme,"valproic acid, vigabatrin"
0.062,0.964,Abca1, ,ABCA1,ATP binding cassette subfamily A member 1,Plasma Membrane,transporter,probucol
1.997,0.162,Abca12, ,ABCA12,ATP binding cassette subfamily A member 12,Plasma Membrane,transporter, 
1.532,0.721,Abca13, ,ABCA13,ATP binding cassette subfamily A member 13,Extracellular Space,transporter, 
0.334,0.923,Abca14, ,Abca14,"ATP-binding cassette, sub-family A (ABC1), member 14",Other,other, 
0.459, ,Abca15, ,Abca15,"ATP-binding cassette, sub-family A (ABC1), member 15",Other,other, 
-1.758, ,Abca16, ,Abca16,"ATP-binding cassette, sub-family A (ABC1), member 16",Other,other, 
0.296, ,Abca17, ,Abca17,"ATP-binding cassette, sub-family A (ABC1), member 17",Cytoplasm,other, 
0.274,0.476,Abca2, ,ABCA2,ATP binding cassette subfamily A member 2,Plasma Membrane,transporter, 
-0.099,0.875,Abca3, ,ABCA3,ATP binding cassette subfamily A member 3,Plasma Membrane,transporter, 
-0.152,0.985,Abca4, ,ABCA4,ATP binding cassette subfamily A member 4,Plasma Membrane,transporter, 
0.077,0.966,Abca5, ,ABCA5,ATP binding cassette subfamily A member 5,Plasma Membrane,transporter, 
-1.499, ,Abca6, ,ABCA6,ATP binding cassette subfamily A member 6,Plasma Membrane,transporter, 
-0.019,0.984,Abca7, ,ABCA7,ATP binding cassette subfamily A member 7,Plasma Membrane,transporter, 
-0.663,0.732,Abca8b, ,ABCA8,ATP binding cassette subfamily A member 8,Plasma Membrane,transporter, 
0.177,0.979,Abca8a, ,Abca8a,"ATP-binding cassette, sub-family A (ABC1), member 8a",Other,transporter, 
-0.637,0.889,Abca9, ,ABCA9,ATP binding cassette subfamily A member 9,Cytoplasm,transporter, 
-0.208,0.571,Abcb1a, ,ABCB1,ATP binding cassette subfamily B member 1,Plasma Membrane,transporter,"dofequidar, tariquidar, OC 144-093, valspodar"
-0.028,0.975,Abcb10, ,ABCB10,ATP binding cassette subfamily B member 10,Cytoplasm,transporter, 
-0.715, ,Abcb11, ,ABCB11,ATP binding cassette subfamily B member 11,Plasma Membrane,transporter, 
0.049,0.993,Abcb1b, ,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",Plasma Membrane,transporter, 
0.96,0.808,Abcb4, ,ABCB4,ATP binding cassette subfamily B member 4,Plasma Membrane,transporter, 
 , ,Abcb5, ,ABCB5,ATP binding cassette subfamily B member 5,Plasma Membrane,transporter, 
-0.042,0.953,Abcb6, ,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group),Cytoplasm,transporter, 
0.071,0.913,Abcb7, ,ABCB7,ATP binding cassette subfamily B member 7,Cytoplasm,transporter, 
-0.069,0.909,Abcb8, ,ABCB8,ATP binding cassette subfamily B member 8,Cytoplasm,transporter, 
-0.164,0.787,Abcb9, ,ABCB9,ATP binding cassette subfamily B member 9,Cytoplasm,transporter, 
0.038,0.964,Abcc1, ,ABCC1,ATP binding cassette subfamily C member 1,Plasma Membrane,transporter,sulfinpyrazone
-0.007,0.996,Abcc10, ,ABCC10,ATP binding cassette subfamily C member 10,Plasma Membrane,transporter, 
-0.137,0.975,Abcc12, ,ABCC12,ATP binding cassette subfamily C member 12,Cytoplasm,transporter, 
-0.247,0.686,Abcc2, ,ABCC2,ATP binding cassette subfamily C member 2,Plasma Membrane,transporter,sulfinpyrazone
-0.168,0.765,Abcc3, ,ABCC3,ATP binding cassette subfamily C member 3,Plasma Membrane,transporter, 
0.044,0.982,Abcc4, ,ABCC4,ATP binding cassette subfamily C member 4,Plasma Membrane,transporter, 
-0.205,0.709,Abcc5, ,ABCC5,ATP binding cassette subfamily C member 5,Plasma Membrane,transporter, 
-0.268,0.522,Abcc6, ,ABCC6,ATP binding cassette subfamily C member 6,Plasma Membrane,transporter, 
-0.125,0.929,Abcc8, ,ABCC8,ATP binding cassette subfamily C member 8,Plasma Membrane,transporter,"minoxidil, gliquidone, mitiglinide, tolbutamide, glipizide, glyburide, tolazamide, acetohexamide, chlorpropamide, gliclazide, glimepiride, repaglinide, nateglinide"
0.031,0.996,Abcc9, ,ABCC9,ATP binding cassette subfamily C member 9,Plasma Membrane,ion channel, 
0.214,0.748,Abcd1, ,ABCD1,ATP binding cassette subfamily D member 1,Plasma Membrane,transporter, 
1.399,0.734,Abcd2, ,ABCD2,ATP binding cassette subfamily D member 2,Cytoplasm,transporter, 
0.097,0.886,Abcd3, ,ABCD3,ATP binding cassette subfamily D member 3,Cytoplasm,transporter, 
0.062,0.944,Abcd4, ,ABCD4,ATP binding cassette subfamily D member 4,Cytoplasm,transporter, 
0.03,0.975,Abce1, ,ABCE1,ATP binding cassette subfamily E member 1,Cytoplasm,transporter, 
0.158,0.48,Abcf1, ,ABCF1,ATP binding cassette subfamily F member 1,Cytoplasm,transporter, 
